customer_id,acquisition_date,total_purchases,date,quantity,revenue,campaign,coupon_code,discount
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2019-07-25,7,57.12,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2019-09-16,1,12.47,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2020-01-31,5,30.75,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2020-03-02,5,68.4,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2020-03-05,8,78.96,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2020-03-27,4,51.16,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2020-10-07,1,14.94,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2021-08-07,7,97.23,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2022-01-20,3,31.2,nan,nan,0.0
00378459dfa86b57b6f582a316d12034,2019-07-11,10,2022-03-16,9,83.97,nan,nan,0.0
008f155e8c211d9ca127ea9912f0cea4,2018-04-19,2,2019-01-03,6,80.16,Newsletter,TLMIVP,0.1
008f155e8c211d9ca127ea9912f0cea4,2018-04-19,2,2020-07-18,10,57.3,Newsletter,TLMIVP,0.1
009d3b8641ccfde1b87a6cda1a2b1ab1,2022-12-11,4,2022-12-13,3,19.5,nan,nan,0.0
009d3b8641ccfde1b87a6cda1a2b1ab1,2022-12-11,4,2022-12-25,12,64.32,nan,nan,0.0
009d3b8641ccfde1b87a6cda1a2b1ab1,2022-12-11,4,2022-12-28,8,112.72,nan,nan,0.0
009d3b8641ccfde1b87a6cda1a2b1ab1,2022-12-11,4,2022-12-29,7,103.53,nan,nan,0.0
011a4a03436ae3788a495b29d0b00916,2020-03-08,1,2022-07-07,1,13.11,Newsletter,TLMIVP,0.1
01cff9d83b648ffb68d686f8c287866f,2019-06-21,7,2019-08-30,2,22.56,nan,nan,0.0
01cff9d83b648ffb68d686f8c287866f,2019-06-21,7,2020-11-11,5,44.25,nan,nan,0.0
01cff9d83b648ffb68d686f8c287866f,2019-06-21,7,2021-02-13,2,20.64,nan,nan,0.0
01cff9d83b648ffb68d686f8c287866f,2019-06-21,7,2021-08-14,1,9.31,nan,nan,0.0
01cff9d83b648ffb68d686f8c287866f,2019-06-21,7,2021-08-21,8,84.96,nan,nan,0.0
01cff9d83b648ffb68d686f8c287866f,2019-06-21,7,2022-03-28,8,79.92,nan,nan,0.0
01cff9d83b648ffb68d686f8c287866f,2019-06-21,7,2022-07-03,4,32.92,nan,nan,0.0
01d9a9e79f6c83e7674574b38eedba7b,2021-09-28,3,2021-12-05,8,95.04,nan,nan,0.0
01d9a9e79f6c83e7674574b38eedba7b,2021-09-28,3,2022-03-24,3,30.24,nan,nan,0.0
01d9a9e79f6c83e7674574b38eedba7b,2021-09-28,3,2022-07-15,7,40.53,nan,nan,0.0
01ec166e2c60e36751c61355c2c7b0b8,2020-09-19,6,2020-12-24,6,81.54,nan,nan,0.0
01ec166e2c60e36751c61355c2c7b0b8,2020-09-19,6,2021-08-04,4,38.08,nan,nan,0.0
01ec166e2c60e36751c61355c2c7b0b8,2020-09-19,6,2021-09-06,5,61.2,nan,nan,0.0
01ec166e2c60e36751c61355c2c7b0b8,2020-09-19,6,2021-09-14,7,49.49,nan,nan,0.0
01ec166e2c60e36751c61355c2c7b0b8,2020-09-19,6,2022-02-09,10,125.7,nan,nan,0.0
01ec166e2c60e36751c61355c2c7b0b8,2020-09-19,6,2022-12-28,6,54.18,nan,nan,0.0
01f4772ced847f8f64b263fac526d99f,2018-01-30,1,2020-10-11,6,63.72,nan,nan,0.0
01fc365bc3be7bd250985dabd2c9fd28,2020-12-24,2,2021-03-07,2,10.94,nan,nan,0.0
01fc365bc3be7bd250985dabd2c9fd28,2020-12-24,2,2021-11-24,4,38.24,nan,nan,0.0
024b7e94673f9b399412029143088733,2019-01-05,2,2021-10-01,1,13.8,Newsletter,TLMIVP,0.1
024b7e94673f9b399412029143088733,2019-01-05,2,2022-04-10,5,44.2,Newsletter,TLMIVP,0.1
02525fb210c9b493275fa496a2a86fdd,2019-09-15,4,2021-02-04,12,63.24,nan,nan,0.0
02525fb210c9b493275fa496a2a86fdd,2019-09-15,4,2021-08-13,4,29.4,nan,nan,0.0
02525fb210c9b493275fa496a2a86fdd,2019-09-15,4,2022-02-05,10,106.2,nan,nan,0.0
02525fb210c9b493275fa496a2a86fdd,2019-09-15,4,2022-08-29,6,33.72,nan,nan,0.0
02b46ac59fcbd8fd0ef6cdcd2e2a4963,2019-05-03,1,2022-01-04,7,41.23,Partner,LCPPFQ,0.15
02c42c5b18a2200d184c7b0bda7d5250,2018-08-18,1,2019-07-19,2,29.92,Partner,LCPPFQ,0.15
02c6411ce4875b55d098471479b3ef13,2019-10-20,1,2020-04-28,5,36.5,nan,nan,0.0
02dd9b291b55a2f1e4cf290a2d1dd257,2019-11-17,2,2022-05-17,14,86.1,Newsletter,TLMIVP,0.1
02dd9b291b55a2f1e4cf290a2d1dd257,2019-11-17,2,2022-11-23,4,42.8,Newsletter,TLMIVP,0.1
03130fac464b9bd658342f6e1ca2198f,2021-11-11,5,2021-12-12,9,103.68,nan,nan,0.0
03130fac464b9bd658342f6e1ca2198f,2021-11-11,5,2022-06-21,8,49.76,nan,nan,0.0
03130fac464b9bd658342f6e1ca2198f,2021-11-11,5,2022-07-14,5,57.0,nan,nan,0.0
03130fac464b9bd658342f6e1ca2198f,2021-11-11,5,2022-07-24,6,67.32,nan,nan,0.0
03130fac464b9bd658342f6e1ca2198f,2021-11-11,5,2022-12-02,6,55.86,nan,nan,0.0
0315e2d522c0da5ed02c37821ba61d58,2019-02-27,2,2020-10-29,14,130.2,nan,nan,0.0
0315e2d522c0da5ed02c37821ba61d58,2019-02-27,2,2021-06-25,8,83.68,nan,nan,0.0
037b5444b62cbe6a4d97c490897c8a0e,2018-09-15,1,2019-08-06,8,82.88,nan,nan,0.0
0391dad254756c6a8b27407833d156bf,2021-11-06,1,2022-01-02,8,85.84,Newsletter,TLMIVP,0.1
03c0fff758e07333531fb15ba70c3bac,2018-10-26,1,2021-09-25,1,10.42,Newsletter,TLMIVP,0.1
03e74708a6a67fd599a38e1c7da1757d,2022-01-16,4,2022-06-17,5,35.3,nan,nan,0.0
03e74708a6a67fd599a38e1c7da1757d,2022-01-16,4,2022-08-23,5,34.8,nan,nan,0.0
03e74708a6a67fd599a38e1c7da1757d,2022-01-16,4,2022-11-26,5,58.95,nan,nan,0.0
03e74708a6a67fd599a38e1c7da1757d,2022-01-16,4,2022-12-28,5,26.45,nan,nan,0.0
03eebd814b23d0fec91899ec6b902da9,2018-03-21,2,2020-11-26,2,13.16,nan,nan,0.0
03eebd814b23d0fec91899ec6b902da9,2018-03-21,2,2021-07-10,10,117.8,nan,nan,0.0
0404b08839e37a2d84f000b0156521cb,2020-10-12,5,2021-06-29,4,25.2,nan,nan,0.0
0404b08839e37a2d84f000b0156521cb,2020-10-12,5,2021-07-04,5,39.1,nan,nan,0.0
0404b08839e37a2d84f000b0156521cb,2020-10-12,5,2022-02-16,6,63.84,nan,nan,0.0
0404b08839e37a2d84f000b0156521cb,2020-10-12,5,2022-02-17,6,80.7,nan,nan,0.0
0404b08839e37a2d84f000b0156521cb,2020-10-12,5,2022-07-05,3,34.11,nan,nan,0.0
0431aa03d8726c4d1a05098708da1b83,2018-09-26,2,2019-09-14,5,39.95,nan,nan,0.0
0431aa03d8726c4d1a05098708da1b83,2018-09-26,2,2022-10-13,7,80.29,nan,nan,0.0
0457845d99700275eeb1ab50bd7fb29e,2018-05-22,2,2021-05-26,7,90.86,nan,nan,0.0
0457845d99700275eeb1ab50bd7fb29e,2018-05-22,2,2021-10-06,3,29.13,nan,nan,0.0
049da4f8e31a84fbe877e8c238fcd4b9,2021-07-07,2,2022-06-07,1,6.91,nan,nan,0.0
049da4f8e31a84fbe877e8c238fcd4b9,2021-07-07,2,2022-08-12,3,35.58,nan,nan,0.0
061b9682c71c6cc091e0bc52431bf856,2018-03-29,4,2018-06-23,9,99.99,nan,nan,0.0
061b9682c71c6cc091e0bc52431bf856,2018-03-29,4,2020-04-20,1,12.43,nan,nan,0.0
061b9682c71c6cc091e0bc52431bf856,2018-03-29,4,2021-05-12,7,81.48,nan,nan,0.0
061b9682c71c6cc091e0bc52431bf856,2018-03-29,4,2022-06-23,1,8.02,nan,nan,0.0
06309b73354fa84fdfb03865c4c1f359,2020-02-01,3,2020-12-18,9,123.93,nan,nan,0.0
06309b73354fa84fdfb03865c4c1f359,2020-02-01,3,2022-04-01,6,84.6,nan,nan,0.0
06309b73354fa84fdfb03865c4c1f359,2020-02-01,3,2022-04-16,5,53.0,nan,nan,0.0
0642ce06ce0b474484b78a873daca128,2018-06-18,2,2019-07-15,8,85.44,nan,nan,0.0
0642ce06ce0b474484b78a873daca128,2018-06-18,2,2022-12-16,9,85.41,nan,nan,0.0
066d3e429fc11b11d9739877af04057c,2020-01-14,1,2020-06-18,5,27.1,Newsletter,TLMIVP,0.1
0690d618c593e8081792c36085b52d03,2018-02-07,4,2018-11-10,6,87.84,nan,nan,0.0
0690d618c593e8081792c36085b52d03,2018-02-07,4,2020-01-01,6,43.32,nan,nan,0.0
0690d618c593e8081792c36085b52d03,2018-02-07,4,2021-02-15,6,71.82,nan,nan,0.0
0690d618c593e8081792c36085b52d03,2018-02-07,4,2022-10-07,3,37.8,nan,nan,0.0
069bf423446a4394a7cec41ccc8a8d42,2018-07-07,1,2019-02-12,6,83.94,nan,nan,0.0
06cf7e0f0397241416af6e8a99d09f83,2020-08-08,2,2021-05-30,7,73.71,nan,nan,0.0
06cf7e0f0397241416af6e8a99d09f83,2020-08-08,2,2021-07-12,11,62.04,nan,nan,0.0
06e4ca7292ccc0e057f6fad6980f4574,2022-04-14,1,2022-07-10,7,88.06,nan,nan,0.0
06e9f8a2f5484c0c946bcf7c7cf52804,2021-05-11,1,2021-11-06,5,63.25,nan,nan,0.0
07215f54ed7d84d24534f52749f547ce,2021-01-06,4,2021-06-29,3,33.39,nan,nan,0.0
07215f54ed7d84d24534f52749f547ce,2021-01-06,4,2022-10-11,4,35.08,nan,nan,0.0
07215f54ed7d84d24534f52749f547ce,2021-01-06,4,2022-11-03,1,14.43,nan,nan,0.0
07215f54ed7d84d24534f52749f547ce,2021-01-06,4,2022-12-19,10,71.2,nan,nan,0.0
07784f7ad15db9ef22c4368d81da096e,2018-09-16,2,2020-09-04,4,52.24,nan,nan,0.0
07784f7ad15db9ef22c4368d81da096e,2018-09-16,2,2022-05-06,5,35.0,nan,nan,0.0
07d1d3733802f8520f7ff343f4dc1af6,2022-01-17,6,2022-02-23,4,34.0,nan,nan,0.0
07d1d3733802f8520f7ff343f4dc1af6,2022-01-17,6,2022-04-02,3,44.94,nan,nan,0.0
07d1d3733802f8520f7ff343f4dc1af6,2022-01-17,6,2022-11-22,11,78.43,nan,nan,0.0
07d1d3733802f8520f7ff343f4dc1af6,2022-01-17,6,2022-12-18,4,59.48,nan,nan,0.0
07d1d3733802f8520f7ff343f4dc1af6,2022-01-17,6,2022-12-19,5,31.7,nan,nan,0.0
07d1d3733802f8520f7ff343f4dc1af6,2022-01-17,6,2022-12-19,6,68.16,nan,nan,0.0
08b65013e5c66b41bdbb1eb2760fa958,2019-11-13,3,2020-12-11,6,82.68,nan,nan,0.0
08b65013e5c66b41bdbb1eb2760fa958,2019-11-13,3,2021-03-28,9,75.42,nan,nan,0.0
08b65013e5c66b41bdbb1eb2760fa958,2019-11-13,3,2021-12-07,11,62.48,nan,nan,0.0
08e6c0217f2ef157bed0eca2feb9f519,2018-11-28,3,2019-06-06,8,50.0,nan,nan,0.0
08e6c0217f2ef157bed0eca2feb9f519,2018-11-28,3,2021-07-30,6,34.14,nan,nan,0.0
08e6c0217f2ef157bed0eca2feb9f519,2018-11-28,3,2021-10-07,6,55.92,nan,nan,0.0
092c64ce656f578418e7eeb9648b5972,2018-04-01,1,2020-09-07,5,31.15,Partner,LCPPFQ,0.15
0a2ceac8d52299dc582ae39f9c3353f7,2018-05-27,3,2019-12-07,1,6.1,Newsletter,TLMIVP,0.1
0a2ceac8d52299dc582ae39f9c3353f7,2018-05-27,3,2021-10-16,5,45.0,Newsletter,TLMIVP,0.1
